eval_id,algorithm,accuracy,abnormal_recall,false_negative_rate,f1_score,train_time,test_time,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_samples_split,min_samples_leaf,C,kernel,gamma
160,xgb,0.8710337768679631,0.7780678851174935,0.22193211488250653,0.8694070264277837,24.226545095443726,0.05934762954711914,415.0,11.0,0.1742939493655,0.7451965959065,0.8055263004925,,,,,
161,xgb,0.849539406345957,0.7127937336814621,0.28720626631853785,0.8459698384251771,5.725607395172119,0.047250986099243164,78.0,7.0,0.2231622140494,0.9716369759581,0.6312271280291,,,,,
162,svm,0.8515864892528148,0.7493472584856397,0.2506527415143603,0.8495597627136827,30.39555048942566,3.944110870361328,,,,,,,,38.2816101688078,poly,0.0125361374484
163,xgb,0.8556806550665302,0.7389033942558747,0.26109660574412535,0.8530729740977891,6.5674262046813965,0.04718017578125,75.0,8.0,0.2326082221633,0.8402509732248,0.6756433858475,,,,,
164,xgb,0.8700102354145343,0.7597911227154047,0.2402088772845953,0.8677606462043139,7.710849285125732,0.045836448669433594,85.0,9.0,0.187579487823,0.9852077218682,0.6125398989385,,,,,
165,xgb,0.8382804503582395,0.7180156657963447,0.2819843342036554,0.8354202826651123,3.771320343017578,0.046718597412109375,85.0,4.0,0.1978379015571,0.9844395797326,0.6002028762227,,,,,
166,xgb,0.8382804503582395,0.7023498694516971,0.29765013054830286,0.8346473532813096,3.6349871158599854,0.04617738723754883,82.0,4.0,0.189850694108,0.9829935698924,0.627485999106,,,,,
167,xgb,0.8372569089048106,0.7049608355091384,0.2950391644908616,0.83380148560261,3.333235502243042,0.047229766845703125,66.0,4.0,0.220727689631,0.9478512690386,0.8883254062723,,,,,
168,rf,0.8055271238485159,0.5639686684073107,0.4360313315926893,0.7935278414927713,9.189887285232544,0.06305146217346191,335.0,22.0,,,,3.0,5.0,,,
169,xgb,0.8372569089048106,0.7023498694516971,0.29765013054830286,0.8336681719494546,3.1866419315338135,0.049086570739746094,50.0,4.0,0.2161655629916,0.9486198026641,0.7938325290167,,,,,
170,xgb,0.8433981576253838,0.7180156657963447,0.2819843342036554,0.840324359476909,3.448513984680176,0.047129154205322266,64.0,4.0,0.2150054594614,0.9478775653713,0.9063758175924,,,,,
171,xgb,0.8229273285568065,0.639686684073107,0.360313315926893,0.8162365194165867,4.718438148498535,0.0317683219909668,134.0,3.0,0.0477592752748,0.6288622293203,0.6945726654498,,,,,
